坐標x,坐標y,調查日期（yyyymmdd）,物種類別（綱）,物種名稱（學名或中文名）,數量,調查者,鑑定者,調查法,不準度,其他
121.488431,25.034159,20190323,鳥綱,Threskiornis aethiopicus,5,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20190323,鳥綱,Ardea alba,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20190323,鳥綱,Megalaima nuchalis,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20190323,鳥綱,Milvus migrans,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20190323,鳥綱,Pica pica,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20190323,鳥綱,Hirundo rustica,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20190323,鳥綱,Dendrocitta formosae,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20190323,鳥綱,Streptopelia orientalis,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Anas zonorhyncha,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Anas crecca,13,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Ardea cinerea,8,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Egretta garzetta,5,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Bubulcus ibis,42,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Nycticorax nycticorax,8,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Threskiornis aethiopicus,25,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Elanus caeruleus,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Milvus migrans,4,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Amaurornis phoenicurus,3,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Gallinula chloropus,6,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Charadrius dubius,6,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Actitis hypoleucos,11,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Tringa nebularia,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Columba livia,100,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Streptopelia orientalis,5,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Streptopelia tranquebarica,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Streptopelia chinensis,4,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Apus nipalensis,35,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Alcedo atthis,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Lanius cristatus,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Dendrocitta formosae,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Pica pica,4,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Hirundo rustica,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Pycnonotus sinensis,16,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Prinia inornata,4,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Zosterops japonicus,10,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Copsychus saularis,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Gracupica nigricollis,9,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Acridotheres tristis,8,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Acridotheres javanicus,18,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Acridotheres cristatellus,4,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Motacilla tschutschensis,7,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Motacilla cinerea,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Passer montanus,70,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.488431,25.034159,20191005,鳥綱,Lonchura punctulata,5,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Acridotheres cristatellus,6,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Acridotheres javanicus,5,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Gracupica nigricollis,5,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Pica pica,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Streptopelia chinensis,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Bubulcus ibis,3,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Acridotheres tristis,6,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Tringa glareola,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Streptopelia chinensis,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Passer montanus,10,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Motacilla tschutschensis,3,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Pycnonotus sinensis,10,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Emberiza spodocephala,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Actitis hypoleucos,5,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Milvus migrans,3,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Threskiornis aethiopicus,5,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Charadrius dubius,3,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Elanus caeruleus,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Lanius cristatus,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Gracupica nigricollis,15,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Ardea cinerea,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Gracupica nigricollis,25,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Amaurornis phoenicurus,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Lonchura punctulata,6,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Acridotheres javanicus,8,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Acridotheres tristis,4,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Anas crecca,10,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Ardea alba,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Hirundo rustica,16,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Nycticorax nycticorax,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Motacilla tschutschensis,4,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Gracupica nigricollis,10,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Actitis hypoleucos,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Streptopelia chinensis,3,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Pica pica,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Pycnonotus sinensis,5,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Streptopelia tranquebarica,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Prinia flaviventris,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Pica pica,4,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Zosterops japonicus,13,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Pycnonotus sinensis,10,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Egretta garzetta,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Nycticorax nycticorax,4,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Streptopelia chinensis,3,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Buteo japonicus,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Emberiza spodocephala,3,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Motacilla alba,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Motacilla tschutschensis,3,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Acridotheres javanicus,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Threskiornis aethiopicus,12,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Ardea cinerea,3,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Ardea alba,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Prinia inornata,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Hirundo rustica,11,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Hypsipetes leucocephalus,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Amaurornis phoenicurus,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Acrocephalus orientalis,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Emberiza spodocephala,3,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Motacilla tschutschensis,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Zosterops japonicus,6,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Acridotheres cristatellus,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Nycticorax nycticorax,6,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Passer montanus,5,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Egretta garzetta,1,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Acridotheres javanicus,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Acridotheres tristis,8,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
121.493097,25.018976,20190323,鳥綱,Actitis hypoleucos,2,陳岳輝、蔣功國,陳岳輝、蔣功國,穿越線,<25公尺,樣區在野雁保護區。該樣區的每種鳥確切的隻數，需加總同日期在野雁保護區樣區的隻數後，再除以10。
